dataset,algorithm,ensemble_size,cores,batch_size,inc_rate,instances,time,delay,out_rate,acc
airlines,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,77,4000.0,124.28800201416016,55474.0,32.18331527709961,64.95
airlines,LBagExecutorMAXChunk,25,4,50,57,5800.0,120.47000122070312,1017.0,48.1447639465332,64.83478260869565
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,19,1800.0,119.9530029296875,77347.0,15.005876541137695,40.33333333333333
GMSC,LBagExecutorMAXChunk,25,4,50,83,9585.0,120.0009994506836,369.0,79.87433624267578,93.5186156266387
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,181,21564.0,119.81700134277344,9294.0,179.97445678710938,93.51870783070947
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,50,103,11980.0,119.822998046875,398.0,99.98080444335938,62.372170997485334
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,500,21,2400.0,119.95099639892578,14367.0,20.00817108154297,51.21052631578947
airlines,LBagExecutorMAXChunk,25,4,50,32,3600.0,120.82099914550781,1384.0,29.796144485473633,68.90140845070422
covtypeNorm,LBagExecutorMAXChunk,25,4,2000,90,10156.0,120.0009994506836,19507.0,84.63262939453125,49.95095635115253
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,500,72,8400.0,119.98899841308594,6710.0,70.00641632080078,57.81012658227848
covtypeNorm,OzaBagExecutorMAXChunk,25,4,500,22,2400.0,119.95500183105469,14108.0,20.00750160217285,51.0
GMSC,OzaBagASHTExecutorMAXChunk,25,4,50,1087,129766.0,119.95099639892578,35.0,1081.8250732421875,93.45878688827901
airlines,OzaBagAdwinExecutorMAXChunk,25,4,50,121,14350.0,120.04299926757812,377.0,119.54049682617188,64.53846153846153
GMSC,OzaBagExecutorMAXChunk,25,4,50,1852,150000.0,81.26899719238281,25.0,1845.7222900390625,93.48782927642547
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,500,103,11980.0,119.81700134277344,4163.0,99.98580932617188,81.75087108013938
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,50,19,1800.0,120.1780014038086,1865.0,14.977783203125,63.542857142857144
airlines,OzaBagAdwinExecutorMAXChunk,25,4,500,21,2400.0,119.9530029296875,15625.0,20.007835388183594,71.57894736842105
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,50,98,11381.0,119.81500244140625,417.0,94.98810577392578,83.17006442502868
elecNormNew,LBagExecutorMAXChunk,25,4,500,67,7788.0,120.0009994506836,4717.0,64.89945983886719,78.96542261251372
airlines,AdaptiveRandomForestExecutorMAXChunk,25,4,500,8
GMSC,LBagExecutorMAXChunk,25,4,50,753,89400.0,120.02999877929688,63.0,744.8137817382812,93.37213206491326
airlines,LBagExecutorMAXChunk,25,4,500,52,5000.0,121.1449966430664,11372.0,41.272857666015625,65.04444444444445
airlines,OzaBagExecutorMAXChunk,25,4,50,20,2400.0,120.01399993896484,1497.0,19.99766731262207,72.68085106382979
airlines,StreamingRandomPatchesExecutorMAXChunk,25,4,500,8
airlines,LBagExecutorMAXChunk,25,4,2000,53,4000.0,128.7239990234375,53746.0,31.074235916137695,63.800000000000004
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,500,8,600.0,119.93499755859375,54328.0,5.002709865570068,80.0
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,2000,205,24000.0,123.31400299072266,9682.0,194.62509155273438,58.31818181818181
