,algorithm,dataset,cores_x,instances,time,delay,acc,ensemble_size,inc_rate_x,cores_y,duration,avg_measure,sum_measure,inc_rate_y,prod_rate,tt_inst_prod,avg_times_duration,joules,IPS,JPI,tput
13,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,12401.0,599.3189697265625,632.0,91.61290322580643,25,100,4,612,2.9394021739130434,3245.1,,,,1798.9141304347825,1761.6394824815832,20.69181959259177,0.14506202164622067,20.69181959259177
22,OzaBagExecutorMAXChunk,elecNormNew,4,45301.0,174.24200439453125,50.0,77.64459161147903,25,100,4,187,3.1471976401179935,1066.8999999999999,,,,588.5259587020648,548.3740250398978,259.9889742855932,0.012991456230592367,259.9889742855932
15,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,45301.0,331.1919860839844,101.0,84.47461368653421,25,100,4,344,3.2262479871175525,2003.5,,,,1109.829307568438,1068.507478452919,136.78169129524915,0.024499002396601355,136.78169129524915
6,OzaBagASHTExecutorMAXChunk,elecNormNew,4,45301.0,143.27099609375,41.0,78.50551876379691,25,100,4,157,2.9964788732394365,851.0,,,,470.44718309859155,429.3085129428917,316.1910033092608,0.010384918282126036,316.1910033092608
5,LBagExecutorMAXChunk,elecNormNew,4,45301.0,565.291015625,169.0,90.44370860927152,25,100,4,578,3.2537428023032624,3390.3999999999996,,,,1880.6633397312858,1839.3115732965448,80.13748449533392,0.04151483057175969,80.13748449533392
12,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,19101.0,599.35400390625,392.0,89.63350785340313,25,100,4,612,2.883227561196736,3180.2,,,,1764.5352674524024,1728.0739829761162,31.8693124188885,0.09237920880856512,31.8693124188885
14,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,8126.0,599.2150268554688,966.0,81.53846153846153,25,100,4,612,2.8879419764279235,3185.3999999999996,,,,1767.4204895738892,1730.4982289622938,13.561075132983937,0.21750190617448797,13.561075132983937
23,OzaBagExecutorMAXChunk,covtypeNorm,4,70888.0,599.4359741210938,348.0,77.6034236804565,25,100,4,613,2.983891402714932,3297.2,,,,1829.1254298642532,1788.651849657982,118.25783413138917,0.025803033374679117,118.25783413138917
2,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,45410.0,599.322021484375,1281.0,82.09577464788732,25,100,4,613,2.9497737556561088,3259.5,,,,1808.2113122171947,1767.864370161376,75.768949533225,0.03981967214748282,75.768949533225
0,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,88097.0,599.458984375,402.0,79.8742857142857,25,100,4,612,2.8669384057971015,3165.1,,,,1754.5663043478262,1718.6119850048121,146.9608468573551,0.019916300263888964,146.9608468573551
17,LBagExecutorMAXChunk,covtypeNorm,4,23058.0,599.4390258789062,2184.0,80.62588235294118,25,100,4,612,3.0493659420289854,3366.5,,,,1866.211956521739,1827.9089498381684,38.46596401726101,0.08093555193519555,38.46596401726101
19,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,30603.0,598.31201171875,1498.0,82.67345207803223,25,100,4,612,2.884043517679057,3181.1,,,,1765.0346328195828,1725.5578789469769,51.148897900424615,0.05767521592064774,51.148897900424615
