dataset,algorithm,ensemble_size,cores,batch_size,inc_rate,instances,time,delay,out_rate,acc
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,500,4712,45000.0,212.1479949951172,1278.0,212.11607360839844,78.28089887640449
elecNormNew,OzaBagExecutorMAXChunk,25,4,2000,4042,44000.0,184.12399291992188,4372.0,238.9694061279297,75.44761904761906
airlines,OzaBagASHTExecutorMAXChunk,25,4,2000,4989,188000.0,599.5170288085938,4187.0,313.58575439453125,66.31827956989247
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,500,3368,105000.0,599.47900390625,1559.0,175.15208435058594,80.87751196172249
GMSC,OzaBagExecutorMAXChunk,25,4,500,8499,150000.0,357.2720031738281,657.0,419.8481750488281,93.11438127090301
covtypeNorm,LBagExecutorMAXChunk,25,4,2000,702,18000.0,599.2470092773438,33161.0,30.037696838378906,74.34375
GMSC,LBagExecutorMAXChunk,25,4,50,2037,50200.0,599.3410034179688,305.0,83.75865936279297,93.32402791625125
airlines,OzaBagASHTExecutorMAXChunk,25,4,25,2735,90700.0,599.3060302734375,96.0,151.34170532226562,64.13564929693962
airlines,LBagExecutorMAXChunk,25,4,50,214,4900.0,599.7039794921875,3534.0,8.170698165893555,65.4639175257732
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,2000,3314,110000.0,599.3469848632812,5986.0,183.5330810546875,82.61388888888888
GMSC,OzaBagExecutorMAXChunk,25,4,50,6990,150000.0,391.34100341796875,69.0,383.29742431640625,93.33177725908635
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,25,2142,45300.0,462.2510070800781,122.0,97.99870300292969,84.53892876863611
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,50,1012,36750.0,599.5679931640625,445.0,61.294132232666016,83.63487738419619
GMSC,OzaBagASHTExecutorMAXChunk,25,4,2000,8906,150000.0,265.3299865722656,1995.0,565.333740234375,93.29594594594595
airlines,AdaptiveRandomForestExecutorMAXChunk,25,4,25,213,7925.0,599.2169799804688,1090.0,13.225593566894531,65.29113924050633
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,50,489,12800.0,599.3920288085938,1210.0,21.35497283935547,91.70980392156862
GMSC,LBagExecutorMAXChunk,25,4,25,1861,54550.0,599.4099731445312,141.0,91.00615692138672,93.39569005043558
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,875,30000.0,599.2899780273438,21289.0,50.05923843383789,89.10357142857143
GMSC,OzaBagExecutorMAXChunk,25,4,25,6653,150000.0,385.2460021972656,34.0,389.3616027832031,93.36089348224704
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,50,1699,34650.0,599.385986328125,471.0,57.80915832519531,93.53757225433526
airlines,OzaBagExecutorMAXChunk,25,4,50,5027,151000.0,599.6929931640625,114.0,251.79550170898438,66.60218615435575
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,25,844,20400.0,599.2459716796875,385.0,34.042781829833984,77.35460122699386
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,50,2708,87900.0,599.3289794921875,176.0,146.6640167236328,79.41035856573706
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,1801,46000.0,599.2490234375,13727.0,76.76274871826172,93.40454545454546
covtypeNorm,OzaBagExecutorMAXChunk,25,4,500,3708,93500.0,599.427978515625,1700.0,155.98204040527344,80.88709677419355
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,2000,2528,44000.0,288.18701171875,7084.0,152.6786346435547,82.64047619047619
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,50,4141,45300.0,223.1320037841797,124.0,203.0188446044922,76.99226519337017
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,25,1574,39350.0,599.27197265625,196.0,65.66300964355469,93.50031786395422
GMSC,OzaBagASHTExecutorMAXChunk,25,4,25,6863,150000.0,307.3529968261719,26.0,488.0381774902344,93.33755625937657
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,519,10000.0,599.2340087890625,51084.0,16.687971115112305,90.9375
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,50,996,37400.0,599.4320068359375,437.0,62.392398834228516,80.12583668005355
airlines,OzaBagASHTExecutorMAXChunk,25,4,50,3799,138200.0,599.5419921875,132.0,230.50929260253906,66.46471226927252
airlines,OzaBagAdwinExecutorMAXChunk,25,4,2000,970,26000.0,599.2750244140625,23714.0,43.38575744628906,64.05
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,500,2794,45000.0,311.1789855957031,1854.0,144.61131286621094,84.22022471910113
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,50,2523,45300.0,281.1719970703125,169.0,161.11134338378906,84.2585635359116
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,25,3926,45300.0,324.1910095214844,89.0,139.73243713378906,77.0955273329652
airlines,OzaBagAdwinExecutorMAXChunk,25,4,500,753,20500.0,599.239013671875,8456.0,34.21005630493164,64.03999999999999
airlines,AdaptiveRandomForestExecutorMAXChunk,25,4,500,276,4500.0,603.0830078125,37412.0,7.4616594314575195,68.91428571428571
elecNormNew,LBagExecutorMAXChunk,25,4,25,1258,38225.0,599.3469848632812,208.0,63.777748107910156,90.38219895287958
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,500,276,8000.0,599.2039794921875,22706.0,13.351046562194824,82.61333333333334
GMSC,OzaBagExecutorMAXChunk,25,4,2000,8410,150000.0,333.3739929199219,2422.0,449.94512939453125,93.40202702702702
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,1080,24000.0,599.280029296875,25717.0,40.048057556152344,80.77272727272728
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,500,930,32000.0,599.7100219726562,5221.0,53.35912322998047,89.16825396825396
airlines,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,292,2000.0,598.1890258789062,141327.0,3.3434247970581055,?
airlines,OzaBagExecutorMAXChunk,25,4,500,6170,108000.0,599.4409790039062,1545.0,180.16786193847656,63.47348837209302
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,2000,4540,150000.0,553.6810302734375,4128.0,270.9140930175781,93.4831081081081
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,25,496,18500.0,599.3679809570312,422.0,30.865846633911133,90.93369418132612
