,index,algorithm,dataset,cores,batch_size,inc_rate,out_rate,instances,time,delay,acc,duration,avg_measure,sum_measure,prod_rate,tt_inst_prod,joules,JPI,PERC
121,121,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,2000,353,314.38995361328125,38000.0,120.86900329589844,6178.0,74.93333333333332,124,5.7358407079646,1296.2999999999997,349.16643072464734,41930.0,693.2853494357217,0.018244351300940046,0
325,325,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,2000,196,194.93328857421875,23361.0,119.84100341796876,8620.0,78.0815504892093,128,5.133620689655173,1191.0,194.62634341414648,23361.0,615.2182546155207,0.026335270519905855,0
64,64,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,2000,42,40.00600051879883,4800.0,119.98200225830078,29458.0,76.60714285714286,125,2.4287822747137597,0.0,39.94141925176408,4800.0,291.41016036962725,0.06071045007700568,0
402,402,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,2000,39,35.00787734985352,4200.0,119.9729995727539,34186.0,78.18181818181819,125,4.328054298642534,956.5,34.95165021719954,4200.0,519.2496565218964,0.12363087060045154,0
279,279,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,2000,23,20.006668090820312,2400.0,119.95999908447266,54813.0,71.25,126,2.4287822747137597,0.0,19.975031210986266,2400.0,291.35671945104605,0.12139863310460251,0
340,340,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,2000,4,20.006336212158203,2400.0,119.96199798583984,55137.0,65.0,125,2.4287822747137597,0.0,19.97469871496105,2400.0,291.36157434725556,0.12140065597802314,0
209,209,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,500,377,352.7468566894531,42500.0,120.48300170898438,1408.0,78.12857142857142,125,5.888546255506607,1336.6999999999998,374.1037747632966,44925.0,709.469728565636,0.016693405378014965,0
379,379,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,500,209,203.2452850341797,24500.0,120.54399871826172,2122.0,79.51666666666667,124,5.140444444444444,1156.6,204.61059086213217,24559.0,619.6497285224067,0.025291825653975784,0
434,434,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,500,42,40.005001068115234,4800.0,119.98500061035156,7397.0,80.86046511627907,124,2.4287822747137597,0.0,39.942083978231565,4800.0,291.4174427139415,0.060711967232071146,0
223,223,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,500,41,40.00466537475586,4800.0,119.98600006103516,7568.0,80.53488372093022,124,4.343555555555556,977.3,39.94108689682718,4800.0,521.1658571539984,0.10857622024041634,0
214,214,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,500,23,20.006336212158203,2400.0,119.96199798583984,14408.0,76.78947368421053,126,2.4287822747137597,0.0,19.97469871496105,2400.0,291.36157434725556,0.12140065597802314,0
369,369,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,500,4,20.00616836547852,2400.0,119.96299743652344,14311.0,75.52631578947368,125,2.4287822747137597,0.0,19.97469871496105,2400.0,291.3640017953603,0.12140166741473346,0
254,254,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,50,338,331.8233947753906,39850.0,120.09400177001952,150.0,81.16834170854271,124,5.894222222222221,1326.1999999999998,334.22998767447285,40133.0,707.8607339884438,0.017763130087539367,0
450,450,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,50,188,184.7763519287109,22163.0,119.94499969482422,213.0,82.36783792339348,124,5.188444444444444,1167.4,,,622.3279673055013,0.028079590637797285,0
437,437,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,50,42,39.976680755615234,4800.0,120.06999969482422,715.0,81.34736842105264,123,2.4287822747137597,0.0,19.974532471099348,2400.0,291.6238869836756,0.06075497645493242,0
