,algorithm,dataset,cores,batch_size,inc_rate,out_rate,instances,time,delay,duration,avg_measure,sum_measure,prod_rate,tt_inst_prod,joules,JPI,PERC
26,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,2000,49,,,,,151,,0.0,44.93521839348273,5400.0,,,0
77,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,2000,46,,,,,3425,,0.0,44.936340184738285,5400.0,,,0
252,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,2000,39,,,,,564,3.771739130434783,3817.0000000000005,34.95165021719954,4200.0,,,0
312,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,2000,9,5.0099029541015625,301.0,60.08100128173828,36439.0,72,,0.0,4.994208523248642,332.0,,,0
313,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,2000,9,5.0099029541015625,301.0,60.08100128173828,36439.0,72,,0.0,4.994150994330964,333.0,,,0
275,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,500,373,336.9892272949219,20279.0,60.17699813842773,1458.0,66,4.650413223140495,562.6999999999999,368.97371549332985,22348.0,279.8479078718452,0.013799886970355798,0
221,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,500,207,204.48501586914065,12301.0,60.15599822998047,2161.0,66,4.379338842975208,529.9000000000001,204.50890952646606,12464.0,263.4434996865013,0.021416429533086846,0
358,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,500,91,89.81757354736328,5401.0,60.132999420166016,4290.0,136,,0.0,89.811542991755,5490.0,,,0
219,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,500,88,84.84273529052734,5101.0,60.12300109863281,4451.0,66,,0.0,84.83566601120346,5134.0,,,0
120,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,500,50,49.28455352783203,3000.0,60.87099838256836,7352.0,66,,0.0,49.91707853729824,3040.0,,,0
451,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,500,48,44.935035705566406,2701.0,60.10900115966797,7900.0,66,,0.0,44.92586490939044,2727.0,,,0
449,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,500,41,39.94409942626953,2401.0,60.10900115966797,8803.0,67,4.100854700854701,479.8,39.93409569175054,2448.0,246.4982799693051,0.10266483963736155,0
224,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,500,10,,,,,11731,,0.0,9.988679496570553,1200.0,,,0
225,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,500,10,,,,,11731,,0.0,9.988596352497565,1200.0,,,0
185,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,500,9,5.009486675262451,301.0,60.08599853515625,36732.0,72,,0.0,4.9941684858996975,334.0,,,0
131,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,50,365,333.90509033203125,20050.0,60.047000885009766,148.0,65,4.6890756302521,557.9999999999999,363.9748043012182,21900.0,281.5649285196256,0.014043138579532448,0
237,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,50,202,199.7935485839844,12000.0,60.0620002746582,208.0,66,4.428925619834711,535.9000000000001,199.50951149996686,12040.0,266.01013179495317,0.022167510982912763,0
38,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,50,91,89.9565200805664,5400.0,60.02899932861328,412.0,66,,0.0,89.81648790676856,5418.0,,,0
39,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,50,91,89.9565200805664,5400.0,60.02899932861328,412.0,66,,0.0,89.81797685753125,5418.0,,,0
512,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,50,89,84.9546890258789,10200.0,120.06400299072266,404.0,125,,0.0,84.86633552155355,10200.0,,,0
306,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,50,50,49.92347717285156,3001.0,60.11199951171875,636.0,66,,0.0,49.91625346179997,3010.0,,,0
307,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,50,50,49.92347717285156,3001.0,60.11199951171875,636.0,66,,0.0,49.91542569069019,3010.0,,,0
281,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,50,49,44.94007873535156,5400.0,120.16000366210938,698.0,125,,0.0,44.93447056376118,5400.0,,,0
274,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,50,40,39.94607162475586,2400.0,60.08100128173828,822.0,130,3.872881355932204,914.0000000000002,39.933665008291875,2408.0,232.68658970978305,0.09695274571240961,0
530,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,50,10,9.979375839233398,600.0,60.124000549316406,2973.0,65,,0.0,9.98739133320061,602.0,,,0
531,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,50,10,9.979375839233398,600.0,60.124000549316406,2973.0,65,,0.0,9.987225641621182,602.0,,,0
171,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,50,9,4.992760181427002,600.0,120.17400360107422,5500.0,433,,0.0,4.9946307719201855,600.0,,,0
122,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,2000,72,52.334102630615234,4000.0,76.43199920654297,31063.0,82,4.390845070422534,623.4999999999999,69.87652707911414,5348.0,335.60106693858825,0.08390026673464707,0
363,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,2000,40,,,,,881,3.760619469026549,5949.3,39.94873246000966,4800.0,,,0
426,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,2000,24,19.984025955200195,1201.0,60.09799957275391,54950.0,90,,0.0,19.97485518229993,1700.0,,,0
386,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,2000,13,10.002662658691406,601.0,60.08399963378906,46475.0,82,,0.0,9.988103175536992,764.0,,,0
455,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,2000,8,5.010236740112305,301.0,60.07699966430664,42219.0,78,3.9063380281690137,554.6999999999999,4.994396867779914,361.0,234.68106840697808,0.7796713236112228,0
172,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,2000,5,24.98002815246582,1501.0,60.0880012512207,58450.0,281,,0.0,24.969074998854627,2180.0,,,0
173,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,2000,5,24.98002815246582,1501.0,60.0880012512207,58450.0,281,,0.0,24.96828508822512,2165.0,,,0
174,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,2000,5,24.98002815246582,1501.0,60.0880012512207,58450.0,281,,0.0,24.9689300643995,2210.0,,,0
178,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,2000,2,10.003162384033203,601.0,60.08100128173828,47044.0,82,,0.0,,,,,0
25,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,500,72,65.85879516601562,4000.0,60.73600006103516,6974.0,66,4.5225,542.7,69.87702562923802,4256.0,274.67856027603153,0.06866964006900789,0
305,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,500,40,39.9487533569336,2401.0,60.10200119018555,10623.0,69,4.275396825396828,538.7000000000003,39.93952374952753,2536.0,256.95990508851565,0.10702203460579578,0
0,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,500,21,19.98668670654297,1201.0,60.09000015258789,18362.0,68,,0.0,,,,,0
347,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,500,12,,,,,73,,0.0,9.98788020384621,684.0,,,0
60,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,500,8,5.010153770446777,301.0,60.07799911499024,43008.0,79,3.925694444444444,565.3,4.994458203910729,365.0,235.8478673590554,0.783547732089885,0
344,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,500,5,23.1989860534668,1500.0,64.65799713134766,16619.0,212,,0.0,24.966787301296442,1635.0,,,0
345,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,500,5,23.1989860534668,1500.0,64.65799713134766,16619.0,212,,0.0,24.966451331023936,1600.0,,,0
346,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,500,5,23.1989860534668,1500.0,64.65799713134766,16619.0,212,,0.0,24.966376551702815,1615.0,,,0
353,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,500,2,,,,,571,,0.0,9.989012086704625,1200.0,,,0
443,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,50,68,64.70452117919922,3900.0,60.27399826049805,727.0,66,4.4875,538.5,64.88574934500713,3913.0,270.47956719398496,0.06935373517794487,0
212,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,50,37,34.801631927490234,2100.0,60.34199905395508,1166.0,66,4.233884297520662,512.3000000000001,34.94850303360942,2114.0,255.48104227554705,0.12165763917883193,0
402,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,50,21,19.858015060424805,1200.0,60.42900085449219,1862.0,66,,0.0,19.973544973544975,1208.0,,,0
403,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,50,21,19.858015060424805,1200.0,60.42900085449219,1862.0,66,,0.0,19.972884494560365,1208.0,,,0
123,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,50,12,9.967936515808104,600.0,60.19300079345703,3278.0,66,,0.0,9.987888440927115,602.0,,,0
124,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,50,12,9.967936515808104,600.0,60.19300079345703,3278.0,66,,0.0,9.98739133320061,602.0,,,0
383,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,50,7,4.9826436042785645,300.0,60.20899963378906,6148.0,66,3.9107438016528935,473.2000000000001,4.994358531890887,301.0,235.4619721215619,0.7848732404052063,0
153,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,50,5,24.938486099243164,1500.0,60.14799880981445,1505.0,199,,0.0,24.965579018960568,1505.0,,,0
154,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,50,5,24.938486099243164,1500.0,60.14799880981445,1505.0,199,,0.0,24.966407325691346,1505.0,,,0
155,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,50,5,24.938486099243164,1500.0,60.14799880981445,1505.0,199,,0.0,24.964336661911556,1505.0,,,0
142,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,50,2,9.973901748657228,600.0,60.15700149536133,3198.0,65,,0.0,9.98739133320061,602.0,,,0
143,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,50,2,9.973901748657228,600.0,60.15700149536133,3198.0,65,,0.0,9.987557030277893,602.0,,,0
193,OzaBagExecutorMAXChunk,covtypeNorm,4,2000,206,175.09300231933594,12000.0,68.53500366210938,10500.0,76,4.151079136690647,577.0,204.5319022063208,14063.0,284.49422383479936,0.02370785198623328,0
269,OzaBagExecutorMAXChunk,covtypeNorm,4,2000,114,95.12033081054688,6000.0,63.07799911499024,16083.0,71,3.9992248062015503,515.9,109.78043912175649,6930.0,252.2630987862284,0.04204384979770473,0
428,OzaBagExecutorMAXChunk,covtypeNorm,4,2000,43,39.94941711425781,2401.0,60.10100173950195,27860.0,70,,0.0,39.9400898652022,2480.0,,,0
220,OzaBagExecutorMAXChunk,covtypeNorm,4,2000,24,19.988018035888672,1201.0,60.08599853515625,37625.0,75,,0.0,19.97370326050023,1352.0,,,0
176,OzaBagExecutorMAXChunk,covtypeNorm,4,2000,22,19.98735237121582,1201.0,60.0880012512207,36663.0,74,3.843382352941177,522.7,19.973608445297504,1332.0,230.941163632449,0.1922907274208568,0
440,OzaBagExecutorMAXChunk,covtypeNorm,4,2000,5,24.980443954467773,1501.0,60.08700180053711,37631.0,227,,0.0,24.966933674151793,1680.0,,,0
441,OzaBagExecutorMAXChunk,covtypeNorm,4,2000,5,24.980443954467773,1501.0,60.08700180053711,37631.0,227,,0.0,24.966562639322333,1680.0,,,0
442,OzaBagExecutorMAXChunk,covtypeNorm,4,2000,5,24.980443954467773,1501.0,60.08700180053711,37631.0,227,,0.0,24.966760230462402,1690.0,,,0
458,OzaBagExecutorMAXChunk,covtypeNorm,4,2000,4,19.98768424987793,1201.0,60.08700180053711,37176.0,75,,0.0,19.973546939321434,1344.0,,,0
69,OzaBagExecutorMAXChunk,covtypeNorm,4,500,200,183.67965698242188,11500.0,62.60900115966797,2655.0,71,4.146923076923076,539.0999999999999,199.52509203333918,12520.0,259.6347117321307,0.022576931454967888,0
397,OzaBagExecutorMAXChunk,covtypeNorm,4,500,111,106.26471710205078,6500.0,61.167999267578125,3904.0,69,3.999206349206349,503.9,109.77578475336323,6732.0,244.62345103914777,0.037634377082945814,0
47,OzaBagExecutorMAXChunk,covtypeNorm,4,500,41,39.94675827026367,2401.0,60.10499954223633,7906.0,69,,0.0,39.9373152172157,2472.0,,,0
27,OzaBagExecutorMAXChunk,covtypeNorm,4,500,22,19.988018035888672,1201.0,60.08599853515625,14016.0,68,,0.0,19.973062645773794,1216.0,,,0
92,OzaBagExecutorMAXChunk,covtypeNorm,4,500,5,24.609529495239254,1500.0,60.95199966430664,12325.0,209,,0.0,24.966029828266457,1525.0,,,0
93,OzaBagExecutorMAXChunk,covtypeNorm,4,500,5,24.609529495239254,1500.0,60.95199966430664,12325.0,209,,0.0,24.966438558003993,1525.0,,,0
94,OzaBagExecutorMAXChunk,covtypeNorm,4,500,5,24.609529495239254,1500.0,60.95199966430664,12325.0,209,,0.0,24.966029828266457,1525.0,,,0
135,OzaBagExecutorMAXChunk,covtypeNorm,4,500,4,19.988018035888672,1201.0,60.08599853515625,13952.0,68,,0.0,19.973062645773794,1216.0,,,0
343,OzaBagExecutorMAXChunk,covtypeNorm,4,50,181,152.41616821289062,9150.0,60.03300094604492,327.0,68,4.174193548387097,517.6,179.59590920429036,10800.0,250.58936523929722,0.027386815873147237,0
260,OzaBagExecutorMAXChunk,covtypeNorm,4,50,100,99.7406768798828,6000.0,60.15599822998047,398.0,68,3.9064516129032265,484.4000000000001,99.79113483406823,6020.0,234.99649631131084,0.039166082718551806,0
544,OzaBagExecutorMAXChunk,covtypeNorm,4,50,38,34.88835525512695,2100.0,60.19200134277344,939.0,68,,0.0,34.94949159852041,2107.0,,,0
545,OzaBagExecutorMAXChunk,covtypeNorm,4,50,38,34.88835525512695,2100.0,60.19200134277344,939.0,68,,0.0,34.9489118895966,2107.0,,,0
14,OzaBagExecutorMAXChunk,covtypeNorm,4,50,21,19.984678268432617,1200.0,60.04600143432617,1490.0,67,,0.0,19.973457199734572,1204.0,,,0
15,OzaBagExecutorMAXChunk,covtypeNorm,4,50,21,19.984678268432617,1200.0,60.04600143432617,1490.0,67,,0.0,19.973457199734572,1204.0,,,0
73,OzaBagExecutorMAXChunk,covtypeNorm,4,50,20,19.988006591796875,1200.0,60.0359992980957,1479.0,68,3.8695652173913047,445.00000000000006,19.973125860553075,1204.0,232.31321467523992,0.19359434556269994,0
266,OzaBagExecutorMAXChunk,covtypeNorm,4,50,5,24.98084831237793,1500.0,60.04600143432617,1172.0,206,,0.0,24.965579018960568,1505.0,,,0
267,OzaBagExecutorMAXChunk,covtypeNorm,4,50,5,24.98084831237793,1500.0,60.04600143432617,1172.0,206,,0.0,24.965579018960568,1505.0,,,0
268,OzaBagExecutorMAXChunk,covtypeNorm,4,50,5,24.98084831237793,1500.0,60.04600143432617,1172.0,206,,0.0,24.966407325691346,1505.0,,,0
293,OzaBagExecutorMAXChunk,covtypeNorm,4,50,4,19.998666763305664,1200.0,60.00400161743164,1431.0,68,,0.0,19.972463215168457,1204.0,,,0
294,OzaBagExecutorMAXChunk,covtypeNorm,4,50,4,19.998666763305664,1200.0,60.00400161743164,1431.0,68,,0.0,19.973125860553075,1204.0,,,0
209,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,2000,192,155.74383544921875,10000.0,64.20800018310547,11730.0,71,4.177519379844962,538.9000000000001,189.57183930375322,12198.0,268.23016510601195,0.026823016510601195,0
461,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,2000,107,89.85801696777344,6000.0,66.77200317382812,17423.0,75,4.01231884057971,553.7,104.78979293034931,7014.0,267.9105663575988,0.044651761059599795,0
395,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,2000,43,39.9500846862793,2401.0,60.09999847412109,29029.0,70,,0.0,39.939834224085516,2496.0,,,0
97,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,2000,24,19.98701858520508,1201.0,60.0890007019043,37571.0,75,,0.0,19.973408184369923,1352.0,,,0
415,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,2000,21,19.98768424987793,1201.0,60.08700180053711,38061.0,76,3.8927536231884052,537.1999999999999,19.973857745010207,1360.0,233.90389396556907,0.1947576136266187,0
194,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,2000,5,24.986682891845703,1501.0,60.071998596191406,38674.0,230,,0.0,24.96714848883049,1710.0,,,0
195,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,2000,5,24.986682891845703,1501.0,60.071998596191406,38674.0,230,,0.0,24.967607622763474,1715.0,,,0
196,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,2000,5,24.986682891845703,1501.0,60.071998596191406,38674.0,230,,0.0,24.967607622763474,1715.0,,,0
228,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,2000,4,19.989015579223636,1201.0,60.08300018310547,37563.0,75,,0.0,19.97370326050023,1352.0,,,0
162,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,500,190,170.26658630371094,10500.0,61.667999267578125,2859.0,69,4.2365079365079366,533.8,189.5691609977324,11704.0,261.25696832566035,0.024881616031015272,0
145,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,500,106,104.78787994384766,6301.0,60.13100051879883,4121.0,69,4.064,508.00000000000006,104.78227060653188,6468.0,244.37238610839844,0.0387831115867955,0
245,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,500,34,29.970712661743164,1801.0,60.09199905395508,10155.0,139,,0.0,29.956293277022052,1830.0,,,0
16,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,500,21,19.98834991455078,1201.0,60.084999084472656,14107.0,68,3.910000000000001,469.2000000000001,19.973390713030337,1216.0,234.93234642028816,0.19561394373046473,0
12,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,500,19,14.995922088623049,901.0,60.08300018310547,18905.0,69,,0.0,14.980787626258532,924.0,,,0
164,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,500,5,24.43275260925293,1500.0,61.39300155639648,12634.0,208,,0.0,24.966250833563752,1535.0,,,0
165,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,500,5,24.43275260925293,1500.0,61.39300155639648,12634.0,208,,0.0,24.966360261336188,1540.0,,,0
166,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,500,5,24.43275260925293,1500.0,61.39300155639648,12634.0,208,,0.0,24.966656907712828,1535.0,,,0
110,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,500,3,14.995174407958984,901.0,60.08599853515625,18724.0,69,,0.0,14.980544747081712,924.0,,,0
333,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,50,171,126.93096160888672,7617.0,60.00899887084961,393.0,68,4.259677419354839,528.2,169.63086970214317,10234.0,255.6189774482481,0.033559009773959314,0
243,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,50,95,94.74262237548828,5700.0,60.16299819946289,457.0,68,4.0572580645161285,503.0999999999999,94.81257978414762,5719.0,244.09680963024013,0.04282400168951581,0
66,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,50,43,39.879695892333984,2400.0,60.180999755859375,841.0,68,,0.0,39.937184891313336,2416.0,,,0
67,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,50,43,39.879695892333984,2400.0,60.180999755859375,841.0,68,,0.0,39.938963709944936,2408.0,,,0
328,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,50,24,19.958087921142575,1200.0,60.1259994506836,1470.0,68,,0.0,19.973125860553075,1204.0,,,0
329,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,50,24,19.958087921142575,1200.0,60.1259994506836,1470.0,68,,0.0,19.973457199734572,1204.0,,,0
42,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,50,19,14.99575138092041,900.0,60.016998291015625,1926.0,67,3.877868852459017,473.1000000000001,14.980838462431773,903.0,232.73804829081556,0.25859783143423953,0
380,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,50,5,24.98334312438965,1500.0,60.040000915527344,1163.0,206,,0.0,24.965993165455693,1505.0,,,0
381,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,50,5,24.98334312438965,1500.0,60.040000915527344,1163.0,206,,0.0,24.965993165455693,1505.0,,,0
382,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,50,5,24.98334312438965,1500.0,60.040000915527344,1163.0,206,,0.0,24.965993165455693,1505.0,,,0
423,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,50,4,19.984678268432617,1200.0,60.04600143432617,1476.0,68,,0.0,19.973125860553075,1204.0,,,0
424,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,50,4,19.984678268432617,1200.0,60.04600143432617,1476.0,68,,0.0,19.973125860553075,1204.0,,,0
61,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,2000,205,162.90359497070312,10000.0,61.38600158691406,10991.0,69,4.150793650793651,523.0,204.5170200666179,12587.0,254.80062563457187,0.02548006256345719,0
416,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,2000,113,89.15436553955078,6000.0,67.29900360107422,18322.0,75,4.038970588235294,549.3,109.7859826825682,7392.0,271.81869616227993,0.045303116027046654,0
308,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,2000,54,49.936767578125,3001.0,60.09600067138672,22556.0,72,,0.0,49.92117708880715,3230.0,,,0
349,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,2000,30,29.972705841064453,1801.0,60.0880012512207,37841.0,75,,0.0,29.958023418513882,2034.0,,,0
528,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,2000,22,19.98834991455078,1201.0,60.084999084472656,37101.0,75,3.8737226277372265,530.7,19.974140621516785,1344.0,232.75262054109226,0.19379901793596357,0
364,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,2000,6,5.011154174804688,301.0,60.06600189208984,34361.0,71,,0.0,4.994338715431266,322.0,,,0
105,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,2000,5,24.979612350463867,1501.0,60.0890007019043,36929.0,227,,0.0,24.967207250178873,1675.0,,,0
106,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,2000,5,24.979612350463867,1501.0,60.0890007019043,36929.0,227,,0.0,24.96759368371435,1695.0,,,0
107,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,2000,5,24.979612350463867,1501.0,60.0890007019043,36929.0,227,,0.0,24.967207250178873,1675.0,,,0
156,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,500,234,149.9600067138672,9000.0,60.01599884033203,3267.0,137,4.012903225806451,995.2,229.4378772008579,13800.0,240.83839534636465,0.026759821705151628,0
533,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,500,130,123.37555694580078,7500.0,60.790000915527344,3771.0,69,4.092063492063493,515.6,129.7098595247473,7904.0,248.75654342893574,0.0331675391238581,0
315,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,500,52,47.74256896972656,3000.0,62.83700180053711,7330.0,71,,0.0,49.91892149693174,3140.0,,,0
289,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,500,29,24.60428047180176,1500.0,60.96500015258789,12207.0,68,,0.0,24.965621111911464,1525.0,,,0
256,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,500,26,24.33366203308105,1500.0,61.64300155639648,12633.0,69,3.8976190476190484,491.1000000000001,24.966360261336188,1540.0,240.26093701862155,0.16017395801241435,0
18,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,500,5,24.383899688720703,1500.0,61.51599884033203,12678.0,208,,0.0,24.966029828266457,1525.0,,,0
19,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,500,5,24.383899688720703,1500.0,61.51599884033203,12678.0,208,,0.0,24.965733307225378,1530.0,,,0
20,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,500,5,24.383899688720703,1500.0,61.51599884033203,12678.0,208,,0.0,24.965955515206538,1540.0,,,0
21,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,500,5,24.383899688720703,1500.0,61.51599884033203,12678.0,208,,0.0,24.965955515206538,1540.0,,,0
296,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,50,186,183.6493988037109,11050.0,60.16899871826172,267.0,67,4.186991869918699,515.0,184.56158957957012,11137.0,251.92710845451043,0.022798833344299586,0
10,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,50,103,99.6876449584961,6000.0,60.1879997253418,397.0,68,4.054399999999999,506.7999999999999,99.78617248752673,6020.0,244.02622608642574,0.04067103768107096,0
464,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,50,38,34.879085540771484,2100.0,60.20800018310547,936.0,68,,0.0,34.948332199903795,2107.0,,,0
465,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,50,38,34.879085540771484,2100.0,60.20800018310547,936.0,68,,0.0,34.9489118895966,2107.0,,,0
98,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,50,21,19.988340377807617,1200.0,60.03499984741211,1477.0,68,,0.0,19.973125860553075,1204.0,,,0
99,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,50,21,19.988340377807617,1200.0,60.03499984741211,1477.0,68,,0.0,19.972794532364553,1204.0,,,0
138,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,50,20,19.98667526245117,1200.0,60.040000915527344,1475.0,68,3.930645161290323,487.40000000000003,19.972463215168457,1204.0,235.9959390824841,0.19666328256873677,0
437,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,50,5,24.983354568481445,1501.0,60.08000183105469,1105.0,205,,0.0,24.966407325691346,1505.0,,,0
438,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,50,5,24.983354568481445,1501.0,60.08000183105469,1105.0,205,,0.0,24.966407325691346,1505.0,,,0
439,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,50,5,24.983354568481445,1501.0,60.08000183105469,1105.0,205,,0.0,24.965579018960568,1505.0,,,0
459,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,50,4,19.98967933654785,1201.0,60.08100128173828,1433.0,67,,0.0,19.973457199734572,1204.0,,,0
460,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,50,4,19.98967933654785,1201.0,60.08100128173828,1433.0,67,,0.0,19.973457199734572,1204.0,,,0
70,LBagExecutorMAXChunk,covtypeNorm,4,2000,162,130.1723175048828,8000.0,61.45700073242188,13787.0,69,4.3349206349206355,546.2,159.62044649530432,9824.0,266.4112206353082,0.033301402579413525,0
24,LBagExecutorMAXChunk,covtypeNorm,4,2000,90,89.84745788574219,5401.0,60.11299896240234,19109.0,76,4.160431654676259,578.3,89.82614294913073,6138.0,250.0960237406998,0.04630550337728195,0
540,LBagExecutorMAXChunk,covtypeNorm,4,2000,42,,,,,77,,0.0,39.94139652646402,2808.0,,,0
290,LBagExecutorMAXChunk,covtypeNorm,4,2000,23,19.988018035888672,1201.0,60.08599853515625,41331.0,79,,0.0,19.974262854585128,1428.0,,,0
521,LBagExecutorMAXChunk,covtypeNorm,4,2000,18,14.996171951293944,901.0,60.08200073242188,38633.0,76,3.898550724637681,538.0,14.981436994977068,1029.0,234.23272749306503,0.259969730846909,0
471,LBagExecutorMAXChunk,covtypeNorm,4,2000,5,24.980443954467773,1501.0,60.08700180053711,42605.0,245,,0.0,24.968048802982988,1895.0,,,0
472,LBagExecutorMAXChunk,covtypeNorm,4,2000,5,24.980443954467773,1501.0,60.08700180053711,42605.0,245,,0.0,24.968111379488153,1840.0,,,0
