dataset,algorithm,ensemble_size,cores,instances,time,delay,out_rate,acc
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,99274.0,599.3610229492188,587.0,165.633056640625,78.60015349194167
GMSC,LBagExecutorMAXChunk,25,4,69623.0,599.3280029296875,744.0,116.16844177246094,93.33381712626996
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,27824.0,599.3900146484375,1425.0,46.42052459716797,79.46196660482376
airlines,OzaBagASHTExecutorMAXChunk,25,4,145494.0,599.4959716796875,287.0,242.69387817382812,66.70158511371469
airlines,OzaBagAdwinExecutorMAXChunk,25,4,32268.0,599.3090209960938,2221.0,53.84200668334961,67.09210526315789
elecNormNew,LBagExecutorMAXChunk,25,4,45023.0,546.2570190429688,1227.0,82.42090606689453,90.10732833237161
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,45292.0,192.13699340820312,67.0,235.72764587402344,75.64523281596452
airlines,LBagExecutorMAXChunk,25,4,10914.0,599.2150268554688,2753.0,18.213829040527344,61.40776699029126
airlines,StreamingRandomPatchesExecutorMAXChunk,25,4,7298.0,599.2080078125,5989.0,12.179409980773926,65.8048780487805
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,31834.0,599.2769775390625,1099.0,53.12067794799805,93.50561797752809
GMSC,OzaBagExecutorMAXChunk,25,4,149990.0,285.2250061035156,53.0,525.8655395507812,93.36622770461743
airlines,AdaptiveRandomForestExecutorMAXChunk,25,4,7457.0,599.2150268554688,5715.0,12.44461441040039,66.67716535433071
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,19420.0,599.2449951171875,871.0,32.407447814941406,89.75268817204302
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,16828.0,599.2630004882812,2390.0,28.081159591674805,91.201248049922
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,9587.0,599.3660278320312,2458.0,15.995234489440918,82.85399449035813
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,45306.0,474.2250061035156,283.0,95.53692626953125,84.0797783933518
GMSC,OzaBagASHTExecutorMAXChunk,25,4,150000.0,263.2980041503906,79.0,569.6966552734375,93.29321297225009
covtypeNorm,LBagExecutorMAXChunk,25,4,23476.0,599.2630004882812,1725.0,39.17478561401367,80.84901531728666
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,149970.0,459.3330078125,199.0,326.4951477050781,93.34293369055592
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,28298.0,599.2440185546875,815.0,47.22283172607422,82.19481680071492
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,42185.0,599.2689819335938,600.0,70.39409637451172,93.35971223021583
airlines,OzaBagExecutorMAXChunk,25,4,269429.0,599.676025390625,290.0,449.2909240722656,61.02044245309437
elecNormNew,OzaBagExecutorMAXChunk,25,4,45306.0,321.2340087890625,216.0,141.03736877441406,77.12513842746401
covtypeNorm,OzaBagExecutorMAXChunk,25,4,87356.0,599.5050048828125,371.0,145.7135467529297,78.91717171717173
