,algorithm,dataset,cores,batch_size,inc_rate,out_rate,instances,time,delay,duration,avg_measure,sum_measure,prod_rate,tt_inst_prod,joules,JPI,PERC,tput
43,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,2000,42,40.00600051879883,4800.0,119.98200225830078,29458.0,125,3.723412698412698,938.3,39.94141925176408,4800.0,446.74251078953813,0.0930713564144871,90,40.006000147142224
144,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,2000,23,20.006668090820312,2400.0,119.95999908447266,54813.0,126,3.716535433070866,944.0,19.975031210986266,2400.0,445.8355871485913,0.1857648279785797,50,20.006669042319544
180,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,2000,4,20.006336212158203,2400.0,119.96199798583984,55137.0,125,3.721031746031746,937.7,19.97469871496105,2400.0,446.38240282270647,0.18599266784279436,10,20.006335675430254
226,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,500,42,40.005001068115234,4800.0,119.98500061035156,7397.0,124,3.7208,930.2,39.942083978231565,4800.0,446.4401902709961,0.09300837297312418,90,40.005000421576746
122,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,500,23,20.006336212158203,2400.0,119.96199798583984,14408.0,126,3.7208661417322837,945.1,19.97469871496105,2400.0,446.36253660006787,0.18598439025002828,50,20.006335675430254
194,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,500,4,20.00616836547852,2400.0,119.96299743652344,14311.0,125,3.7214285714285715,937.8000000000001,19.97469871496105,2400.0,446.4337261744908,0.1860140525727045,10,20.00616899615169
229,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,50,42,39.976680755615234,4800.0,120.06999969482422,715.0,123,4.243951612903226,1052.5,19.974532471099348,2400.0,509.5712688661391,0.10616068101377898,90,39.97668037144928
230,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,50,42,39.976680755615234,4800.0,120.06999969482422,715.0,123,4.243951612903226,1052.5,19.97469871496105,2400.0,509.5712688661391,0.10616068101377898,50,39.97668037144928
121,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,50,23,19.9931697845459,2400.0,120.04100036621094,1365.0,124,4.0696,1017.4000000000001,,,488.51885509033207,0.20354952295430503,10,19.993168939597993
77,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,50,4,19.991668701171875,2400.0,120.0500030517578,1360.0,123,3.9866935483870973,988.7000000000002,19.975031210986266,2400.0,478.6025726502942,0.19941773860428924,90,19.991669629240036
