,algorithm,dataset,cores,batch_size,inc_rate,out_rate,instances,time,delay,duration,avg_measure,sum_measure,prod_rate,tt_inst_prod,joules,JPI,PERC,tput
99,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,2000,56,54.90959167480469,3301.0,60.117000579833984,26364.0,70,3.9578125,506.6,54.903410666420186,3564.0,237.9318163573742,0.07207870837848356,90,54.909592430785835
228,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,2000,31,29.967220306396484,1801.0,60.0989990234375,49691.0,85,3.791612903225807,587.7,29.95634502483818,2388.0,227.8721401682208,0.12652534157036135,50,29.967221239369447
35,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,2000,6,5.009986400604248,301.0,60.08000183105469,39352.0,75,3.6408759124087586,498.79999999999995,4.9942429476108225,347.0,218.74383148416112,0.7267236926384091,10,5.009986531731703
36,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,2000,6,5.009986400604248,301.0,60.08000183105469,39352.0,75,3.6408759124087586,498.79999999999995,4.9943148289411186,347.0,218.74383148416112,0.7267236926384091,90,5.009986531731703
25,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,500,54,48.89178466796875,3000.0,61.36000061035156,7868.0,67,3.947540983606557,481.59999999999997,49.91869918699187,3070.0,242.22111716348616,0.08074037238782872,50,48.891785693592276
26,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,500,54,48.89178466796875,3000.0,61.36000061035156,7868.0,67,3.947540983606557,481.59999999999997,49.916264247272494,3070.0,242.22111716348616,0.08074037238782872,10,48.891785693592276
15,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,500,30,29.9647274017334,1801.0,60.104000091552734,11692.0,67,3.8162601626016266,469.4000000000001,29.954969653462115,1836.0,229.3725011623972,0.1273584126387547,90,29.96472775949433
16,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,500,30,29.9647274017334,1801.0,60.104000091552734,11692.0,67,3.8162601626016266,469.4000000000001,29.95462898216057,1842.0,229.3725011623972,0.1273584126387547,50,29.96472775949433
77,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,500,6,5.0099029541015625,301.0,60.08100128173828,39170.0,75,3.613970588235294,491.5,4.9942429476108225,347.0,217.13097154392915,0.721365353966542,10,5.009903190336634
78,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,500,6,5.0099029541015625,301.0,60.08100128173828,39170.0,75,3.613970588235294,491.5,4.994154241422612,346.0,217.13097154392915,0.721365353966542,90,5.009903190336634
23,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,50,54,49.99833297729492,3000.0,60.00199890136719,677.0,65,3.9865546218487404,474.4000000000001,49.91542569069019,3010.0,239.20124604040842,0.07973374868013614,50,49.998334304353364
