,algorithm,dataset,cores,batch_size,inc_rate,out_rate,instances,time,delay,duration,avg_measure,sum_measure,prod_rate,tt_inst_prod,joules,JPI,PERC,tput
347,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,2000,98,94.98969268798828,11381.0,119.81300354003906,14211.0,126,3.9204724409448817,995.8,94.84271915739731,11400.0,469.72357844555466,0.041272610354587,90,94.98968946385442
348,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,2000,98,94.98969268798828,11381.0,119.81300354003906,14211.0,126,3.9204724409448817,995.8,94.84087632603061,11381.0,469.72357844555466,0.041272610354587,50,94.98968946385442
353,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,2000,54,48.66061782836914,6000.0,123.3030014038086,25432.0,129,4.323846153846153,1124.1999999999998,49.92968236400403,6000.0,533.1432083775446,0.08885720139625744,10,48.66061597600877
354,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,2000,54,48.66061782836914,6000.0,123.3030014038086,25432.0,129,4.323846153846153,1124.1999999999998,49.92469691548581,6000.0,533.1432083775446,0.08885720139625744,90,48.66061597600877
7,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,2000,10,10.00458526611328,1200.0,119.94499969482422,74642.0,134,4.011851851851851,1083.1999999999998,9.989843658946738,1200.0,481.2015691460503,0.4010013076217086,50,10.00458546044568
8,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,2000,10,10.00458526611328,1200.0,119.94499969482422,74642.0,134,4.011851851851851,1083.1999999999998,9.988513209808719,1200.0,481.2015691460503,0.4010013076217086,10,10.00458546044568
14,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,500,102,99.98497772216795,11980.0,119.81800079345705,3384.0,125,4.505952380952381,1135.5,99.83527180152748,12000.0,539.8942059562321,0.045066294320219705,90,99.98497655332434
15,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,500,102,99.98497772216795,11980.0,119.81800079345705,3384.0,125,4.505952380952381,1135.5,99.82751006191305,11980.0,539.8942059562321,0.045066294320219705,50,99.98497655332434
214,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,500,56,55.00275039672852,6600.0,119.99400329589844,5618.0,125,4.15515873015873,1047.1,54.9203654700684,6600.0,498.59413036164784,0.07554456520631028,10,55.00274862673572
215,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,500,56,55.00275039672852,6600.0,119.99400329589844,5618.0,125,4.15515873015873,1047.1,54.91488193300384,6600.0,498.59413036164784,0.07554456520631028,90,55.00274862673572
358,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,500,11,10.00441837310791,1200.0,119.9469985961914,25640.0,125,4.517857142857143,1138.5,9.989843658946738,1200.0,541.9034043720791,0.4515861703100659,50,10.004418735310503
359,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,500,11,10.00441837310791,1200.0,119.9469985961914,25640.0,125,4.517857142857143,1138.5,9.988513209808719,1200.0,541.9034043720791,0.4515861703100659,10,10.004418735310503
3,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,50,100,99.9949951171875,11980.0,119.80599975585938,307.0,124,4.1456,1036.4,99.8377636340946,12000.0,496.6677525878906,0.041458076175950806,90,99.99499210734722
4,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,50,100,99.9949951171875,11980.0,119.80599975585938,307.0,124,4.1456,1036.4,99.83083756239428,11980.0,496.6677525878906,0.041458076175950806,50,99.99499210734722
11,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,50,55,54.95649337768555,6600.0,120.09500122070312,557.0,125,3.9543650793650795,996.5,54.91351121982877,6600.0,474.899479033455,0.07195446652022046,10,54.956492217947776
349,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,50,11,9.991923332214355,1200.0,120.09700012207033,2651.0,123,4.3415322580645155,1076.6999999999998,9.989261543840371,1200.0,521.4050001267464,0.43450416677228865,90,9.991923185260937
350,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,50,11,9.991923332214355,1200.0,120.09700012207033,2651.0,123,4.3415322580645155,1076.6999999999998,9.988513209808719,1200.0,521.4050001267464,0.43450416677228865,50,9.991923185260937
336,OzaBagExecutorMAXChunk,elecNormNew,4,2000,857,844.6326904296875,44763.0,52.99700164794922,1679.0,58,3.825423728813559,451.4,852.0496427228281,45312.0,202.73598766003624,0.004529097416617211,10,844.63268879537
337,OzaBagExecutorMAXChunk,elecNormNew,4,2000,857,844.6326904296875,44763.0,52.99700164794922,1679.0,58,3.825423728813559,451.4,852.0336210300671,45312.0,202.73598766003624,0.004529097416617211,90,844.63268879537
228,OzaBagExecutorMAXChunk,elecNormNew,4,2000,476,474.7097778320313,45312.0,95.4520034790039,2600.0,101,3.8299019607843134,781.3,473.68255992640525,45312.0,365.57181528502815,0.008067880810492324,50,474.70978448312036
229,OzaBagExecutorMAXChunk,elecNormNew,4,2000,476,474.7097778320313,45312.0,95.4520034790039,2600.0,101,3.8299019607843134,781.3,473.75684831249214,45312.0,365.57181528502815,0.008067880810492324,10,474.70978448312036
279,OzaBagExecutorMAXChunk,elecNormNew,4,2000,95,94.8452606201172,11382.0,120.00599670410156,11319.0,125,4.143650793650794,1044.2,94.84350821145111,11400.0,497.262943485805,0.04368853834877921,90,94.84526034198578
280,OzaBagExecutorMAXChunk,elecNormNew,4,2000,95,94.8452606201172,11382.0,120.00599670410156,11319.0,125,4.143650793650794,1044.2,94.84666455896301,11400.0,497.262943485805,0.04368853834877921,50,94.84526034198578
281,OzaBagExecutorMAXChunk,elecNormNew,4,2000,95,94.8452606201172,11382.0,120.00599670410156,11319.0,125,4.143650793650794,1044.2,94.84508635894706,11400.0,497.262943485805,0.04368853834877921,10,94.84526034198578
162,OzaBagExecutorMAXChunk,elecNormNew,4,500,847,842.19921875,45312.0,53.80199813842773,421.0,59,4.378333333333332,525.3999999999999,839.0334228312192,45312.0,235.563081849416,0.005198690895334922,90,842.1992038923216
