,algorithm,dataset,cores,batch_size,inc_rate,out_rate,instances,time,delay,duration,avg_measure,sum_measure,prod_rate,tt_inst_prod,joules,JPI,PERC,tput
163,OzaBagExecutorMAXChunk,elecNormNew,4,500,847,842.19921875,45312.0,53.80199813842773,421.0,59,4.378333333333332,525.3999999999999,839.28207597844,45312.0,235.563081849416,0.005198690895334922,50,842.1992038923216
345,OzaBagExecutorMAXChunk,elecNormNew,4,500,471,468.7771301269531,45312.0,96.66000366210938,647.0,103,4.38125,911.3,467.82852895019414,45312.0,423.49164104461664,0.00934612555271488,10,468.777139284987
346,OzaBagExecutorMAXChunk,elecNormNew,4,500,471,468.7771301269531,45312.0,96.66000366210938,647.0,103,4.38125,911.3,467.8623424093176,45312.0,423.49164104461664,0.00934612555271488,90,468.777139284987
259,OzaBagExecutorMAXChunk,elecNormNew,4,500,94,89.98798370361328,10782.0,119.81600189208984,2939.0,126,4.2251968503937,1073.1999999999998,89.8554824324212,10800.0,506.2461938212236,0.04695290241339488,50,89.98798015068652
260,OzaBagExecutorMAXChunk,elecNormNew,4,500,94,89.98798370361328,10782.0,119.81600189208984,2939.0,126,4.2251968503937,1073.1999999999998,89.84775380615484,10782.0,506.2461938212236,0.04695290241339488,10,89.98798015068652
138,OzaBagExecutorMAXChunk,elecNormNew,4,50,862,857.80810546875,45312.0,52.823001861572266,38.0,59,3.919166666666666,470.2999999999999,855.1692900011324,45312.0,207.02214812914528,0.0045688150628783826,90,857.8081215214621
139,OzaBagExecutorMAXChunk,elecNormNew,4,50,862,857.80810546875,45312.0,52.823001861572266,38.0,59,3.919166666666666,470.2999999999999,855.1692900011324,45312.0,207.02214812914528,0.0045688150628783826,50,857.8081215214621
140,OzaBagExecutorMAXChunk,elecNormNew,4,50,862,857.80810546875,45312.0,52.823001861572266,38.0,59,3.919166666666666,470.2999999999999,855.1047367427816,45312.0,207.02214812914528,0.0045688150628783826,10,857.8081215214621
245,OzaBagExecutorMAXChunk,elecNormNew,4,50,479,474.63519287109375,45312.0,95.46700286865234,57.0,100,3.902475247524752,788.3,473.6924636984225,45312.0,372.5576156502903,0.008222051899061845,90,474.6352000003836
246,OzaBagExecutorMAXChunk,elecNormNew,4,50,479,474.63519287109375,45312.0,95.46700286865234,57.0,100,3.902475247524752,788.3,473.697415739734,45312.0,372.5576156502903,0.008222051899061845,50,474.6352000003836
247,OzaBagExecutorMAXChunk,elecNormNew,4,50,479,474.63519287109375,45312.0,95.46700286865234,57.0,100,3.902475247524752,788.3,473.80638684986513,45312.0,372.5576156502903,0.008222051899061845,10,474.6352000003836
80,OzaBagExecutorMAXChunk,elecNormNew,4,50,95,94.98889923095705,11381.0,119.81400299072266,277.0,126,4.177165354330708,1061.0,94.83929568427456,11381.0,500.48290225652255,0.04397530113843446,90,94.9888970897771
81,OzaBagExecutorMAXChunk,elecNormNew,4,50,95,94.98889923095705,11381.0,119.81400299072266,277.0,126,4.177165354330708,1061.0,94.8482428115016,11400.0,500.48290225652255,0.04397530113843446,50,94.9888970897771
82,OzaBagExecutorMAXChunk,elecNormNew,4,50,95,94.98889923095705,11381.0,119.81400299072266,277.0,126,4.177165354330708,1061.0,94.84087632603061,11381.0,500.48290225652255,0.04397530113843446,10,94.9888970897771
317,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,2000,717,711.300048828125,45095.0,63.39799880981445,2132.0,69,3.865714285714286,541.2,712.4528301886793,45312.0,245.07854968479703,0.005434716702179776,90,711.3000543641605
318,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,2000,717,711.300048828125,45095.0,63.39799880981445,2132.0,69,3.865714285714286,541.2,712.553663254234,45312.0,245.07854968479703,0.005434716702179776,50,711.3000543641605
319,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,2000,717,711.300048828125,45095.0,63.39799880981445,2132.0,69,3.865714285714286,541.2,712.5872806189847,45312.0,245.07854968479703,0.005434716702179776,10,711.3000543641605
16,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,2000,398,394.37060546875,45312.0,114.89700317382812,3097.0,121,4.545901639344262,1109.1999999999998,393.746904300524,45312.0,522.3104750836482,0.01152697905816667,90,394.3705993049035
17,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,2000,398,394.37060546875,45312.0,114.89700317382812,3097.0,121,4.545901639344262,1109.1999999999998,393.7263761567537,45312.0,522.3104750836482,0.01152697905816667,50,394.3705993049035
18,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,2000,398,394.37060546875,45312.0,114.89700317382812,3097.0,121,4.545901639344262,1109.1999999999998,393.7092710053002,45312.0,522.3104750836482,0.01152697905816667,10,394.3705993049035
67,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,2000,79,74.88021850585938,8986.0,120.00499725341795,13867.0,126,4.541732283464566,1153.6,74.87707679892176,9000.0,545.0305702029249,0.060653301825386696,90,74.88021503824552
68,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,2000,79,74.88021850585938,8986.0,120.00499725341795,13867.0,126,4.541732283464566,1153.6,74.87894570444448,9000.0,545.0305702029249,0.060653301825386696,50,74.88021503824552
69,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,2000,79,74.88021850585938,8986.0,120.00499725341795,13867.0,126,4.541732283464566,1153.6,74.87832272557095,9000.0,545.0305702029249,0.060653301825386696,10,74.88021503824552
90,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,500,773,768.1432495117188,45312.0,58.98899841308594,470.0,65,4.490909090909091,592.8000000000001,765.6382008042985,45312.0,264.9142292369496,0.005846447502580986,90,768.143233805918
91,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,500,773,768.1432495117188,45312.0,58.98899841308594,470.0,65,4.490909090909091,592.8000000000001,765.625264011625,45312.0,264.9142292369496,0.005846447502580986,50,768.143233805918
19,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,500,429,423.9560852050781,45312.0,106.87899780273438,730.0,112,4.467256637168142,1009.6000000000001,423.19187089061563,45312.0,477.45591230814443,0.010537074335896549,10,423.9560711790352
20,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,500,429,423.9560852050781,45312.0,106.87899780273438,730.0,112,4.467256637168142,1009.6000000000001,423.2037284368024,45312.0,477.45591230814443,0.010537074335896549,90,423.9560711790352
263,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,500,85,84.8742904663086,10185.0,120.0009994506836,3143.0,126,4.265354330708662,1083.4,84.86421725239617,10200.0,511.846782696341,0.05025496148221316,50,84.87429310274783
264,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,500,85,84.8742904663086,10185.0,120.0009994506836,3143.0,126,4.265354330708662,1083.4,84.86280513170374,10200.0,511.846782696341,0.05025496148221316,10,84.87429310274783
94,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,50,736,733.0140991210938,45312.0,61.81600189208984,45.0,67,3.947794117647059,536.9,730.9330236159504,45312.0,244.0368486460517,0.005385700226122257,90,733.0140839438252
95,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,50,736,733.0140991210938,45312.0,61.81600189208984,45.0,67,3.947794117647059,536.9,730.9566059041781,45312.0,244.0368486460517,0.005385700226122257,50,733.0140839438252
9,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,50,409,404.1672668457031,45312.0,112.11199951171876,73.0,118,4.02857142857143,958.8000000000003,403.5337703049302,45312.0,451.65119803292436,0.009967584702350908,10,404.16726307038755
10,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,50,409,404.1672668457031,45312.0,112.11199951171876,73.0,118,4.02857142857143,958.8000000000003,403.54455181012605,45312.0,451.65119803292436,0.009967584702350908,90,404.16726307038755
299,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,50,81,79.99065399169922,9584.0,119.81400299072266,326.0,125,4.093253968253968,1031.5,79.8708754180741,9600.0,490.4291431941683,0.051171655174683674,50,79.99065018086493
300,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,50,81,79.99065399169922,9584.0,119.81400299072266,326.0,125,4.093253968253968,1031.5,79.86400453318223,9584.0,490.4291431941683,0.051171655174683674,10,79.99065018086493
101,OzaBagASHTExecutorMAXChunk,elecNormNew,4,2000,739,721.4310913085938,44583.0,61.79800033569336,1988.0,68,4.0166666666666675,554.3000000000001,730.9683976189324,45312.0,248.22196801503503,0.005567637171456273,90,721.4311103566517
102,OzaBagASHTExecutorMAXChunk,elecNormNew,4,2000,739,721.4310913085938,44583.0,61.79800033569336,1988.0,68,4.0166666666666675,554.3000000000001,730.9212330424402,45312.0,248.22196801503503,0.005567637171456273,50,721.4311103566517
360,OzaBagASHTExecutorMAXChunk,elecNormNew,4,2000,410,409.3150939941406,45312.0,110.7020034790039,2945.0,117,4.226271186440677,997.3999999999996,408.5622058319658,45312.0,467.8566875845698,0.010325227038854383,10,409.31508532809903
361,OzaBagASHTExecutorMAXChunk,elecNormNew,4,2000,410,409.3150939941406,45312.0,110.7020034790039,2945.0,117,4.226271186440677,997.3999999999996,408.6248410572735,45312.0,467.8566875845698,0.010325227038854383,90,409.31508532809903
288,OzaBagASHTExecutorMAXChunk,elecNormNew,4,2000,82,79.87300109863281,9585.0,120.00299835205078,13127.0,125,4.123015873015873,1039.0,79.87818576670577,9600.0,494.774267015003,0.051619641837767655,50,79.873004271782
289,OzaBagASHTExecutorMAXChunk,elecNormNew,4,2000,82,79.87300109863281,9585.0,120.00299835205078,13127.0,125,4.123015873015873,1039.0,79.87021090727568,9600.0,494.774267015003,0.051619641837767655,10,79.873004271782
332,OzaBagASHTExecutorMAXChunk,elecNormNew,4,500,846,842.1209106445312,45312.0,53.80699920654297,413.0,59,4.204166666666666,504.4999999999999,838.7538640949225,45312.0,226.21359249750768,0.004992355060414629,90,842.1209260539849
333,OzaBagASHTExecutorMAXChunk,elecNormNew,4,500,846,842.1209106445312,45312.0,53.80699920654297,413.0,59,4.204166666666666,504.4999999999999,839.1732720942292,45312.0,226.21359249750768,0.004992355060414629,50,842.1209260539849
149,OzaBagASHTExecutorMAXChunk,elecNormNew,4,500,470,468.7771301269531,45312.0,96.66000366210938,663.0,103,4.302884615384615,895.0,467.7947203782662,45312.0,415.916842680711,0.00917895574418942,10,468.777139284987
150,OzaBagASHTExecutorMAXChunk,elecNormNew,4,500,470,468.7771301269531,45312.0,96.66000366210938,663.0,103,4.302884615384615,895.0,467.85751161590093,45312.0,415.916842680711,0.00917895574418942,90,468.777139284987
309,OzaBagASHTExecutorMAXChunk,elecNormNew,4,500,94,89.98873138427734,10782.0,119.81500244140624,2953.0,125,4.184523809523809,1054.5,89.85323970847615,10800.0,501.3687304542177,0.04650053148341845,50,89.98873079581814
310,OzaBagASHTExecutorMAXChunk,elecNormNew,4,500,94,89.98873138427734,10782.0,119.81500244140624,2953.0,125,4.184523809523809,1054.5,89.84775380615484,10782.0,501.3687304542177,0.04650053148341845,10,89.98873079581814
74,OzaBagASHTExecutorMAXChunk,elecNormNew,4,50,795,794.3203125,45312.0,57.04499816894531,40.0,62,4.013492063492062,505.69999999999976,792.2647876488381,45312.0,228.9496474129812,0.005052737628287897,90,794.3202989647455
75,OzaBagASHTExecutorMAXChunk,elecNormNew,4,50,795,794.3203125,45312.0,57.04499816894531,40.0,62,4.013492063492062,505.69999999999976,792.2924935741637,45312.0,228.9496474129812,0.005052737628287897,50,794.3202989647455
144,OzaBagASHTExecutorMAXChunk,elecNormNew,4,50,442,439.4487609863281,45312.0,103.11100006103516,65.0,109,3.9077272727272727,859.7,438.7891464760909,45312.0,402.92966705669056,0.00889233905050959,10,439.44874914585426
145,OzaBagASHTExecutorMAXChunk,elecNormNew,4,50,442,439.4487609863281,45312.0,103.11100006103516,65.0,109,3.9077272727272727,859.7,438.72117116244846,45312.0,402.92966705669056,0.00889233905050959,90,439.44874914585426
197,OzaBagASHTExecutorMAXChunk,elecNormNew,4,50,88,84.9971694946289,10200.0,120.00399780273438,309.0,126,4.149606299212598,1054.0,84.86280513170374,10200.0,497.9693452129213,0.04882052404048248,50,84.99716831740072
198,OzaBagASHTExecutorMAXChunk,elecNormNew,4,50,88,84.9971694946289,10200.0,120.00399780273438,309.0,126,4.149606299212598,1054.0,84.86704163477219,10200.0,497.9693452129213,0.04882052404048248,10,84.99716831740072
365,LBagExecutorMAXChunk,elecNormNew,4,2000,273,269.85357666015625,32346.0,119.86499786376952,4954.0,125,4.263888888888889,1074.5,269.42651284827787,32346.0,511.0910325580173,0.015800749167069104,90,269.8535900927666
366,LBagExecutorMAXChunk,elecNormNew,4,2000,273,269.85357666015625,32346.0,119.86499786376952,4954.0,125,4.263888888888889,1074.5,269.43100130775576,32346.0,511.0910325580173,0.015800749167069104,50,269.8535900927666
78,LBagExecutorMAXChunk,elecNormNew,4,2000,152,149.9674530029297,17970.0,119.82599639892578,8330.0,127,4.1558593749999995,1063.8999999999999,149.73003599520064,17970.0,497.97999050319186,0.027711741263394093,10,149.96745731347073
79,LBagExecutorMAXChunk,elecNormNew,4,2000,152,149.9674530029297,17970.0,119.82599639892578,8330.0,127,4.1558593749999995,1063.8999999999999,149.7312835895513,17970.0,497.97999050319186,0.027711741263394093,90,149.96745731347073
70,LBagExecutorMAXChunk,elecNormNew,4,2000,30,30.01150321960449,3600.0,119.9540023803711,36229.0,127,4.305859375,1102.3,29.96354435436885,3600.0,516.5050657182932,0.14347362936619254,50,30.01150381447458
71,LBagExecutorMAXChunk,elecNormNew,4,2000,30,30.01150321960449,3600.0,119.9540023803711,36229.0,127,4.305859375,1102.3,29.959305276998744,3600.0,516.5050657182932,0.14347362936619254,10,30.01150381447458
105,LBagExecutorMAXChunk,elecNormNew,4,500,302,299.8172912597656,35940.0,119.8730010986328,1092.0,126,4.411811023622047,1120.6,299.30794406922223,35940.0,528.8570276816059,0.014714997987802058,90,299.81730390172
106,LBagExecutorMAXChunk,elecNormNew,4,500,302,299.8172912597656,35940.0,119.8730010986328,1092.0,126,4.411811023622047,1120.6,299.33785865989256,35940.0,528.8570276816059,0.014714997987802058,50,299.81730390172
291,LBagExecutorMAXChunk,elecNormNew,4,500,168,164.9559326171875,19767.0,119.83200073242188,1848.0,126,4.272047244094488,1085.1000000000001,164.7085291470853,19767.0,511.92796848327157,0.025898111422232587,10,164.95593730541646
292,LBagExecutorMAXChunk,elecNormNew,4,500,168,164.9559326171875,19767.0,119.83200073242188,1848.0,126,4.272047244094488,1085.1000000000001,164.69068943970007,19767.0,511.92796848327157,0.025898111422232587,90,164.95593730541646
33,LBagExecutorMAXChunk,elecNormNew,4,500,33,30.008251190185547,3600.0,119.96700286865234,9121.0,125,4.682539682539683,1180.0,29.961549345007242,3600.0,561.7502515278165,0.1560417365355046,50,30.008251551816407
34,LBagExecutorMAXChunk,elecNormNew,4,500,33,30.008251190185547,3600.0,119.96700286865234,9121.0,125,4.682539682539683,1180.0,29.95955460128826,3600.0,561.7502515278165,0.1560417365355046,10,30.008251551816407
85,LBagExecutorMAXChunk,elecNormNew,4,50,294,289.73638916015625,34742.0,119.90899658203124,108.0,126,4.058267716535433,1030.8,289.350290249773,34742.0,486.62280975101487,0.014006758671090176,90,289.7363916829424
86,LBagExecutorMAXChunk,elecNormNew,4,50,294,289.73638916015625,34742.0,119.90899658203124,108.0,126,4.058267716535433,1030.8,289.33824141779235,34742.0,486.62280975101487,0.014006758671090176,50,289.7363916829424
87,LBagExecutorMAXChunk,elecNormNew,4,50,294,289.73638916015625,34742.0,119.90899658203124,108.0,126,4.058267716535433,1030.8,289.3406511039118,34742.0,486.62280975101487,0.014006758671090176,10,289.7363916829424
201,LBagExecutorMAXChunk,elecNormNew,4,50,163,159.90122985839844,19168.0,119.8740005493164,182.0,125,3.960714285714286,998.1,159.7053848909774,19168.0,474.78666646139965,0.024769755136759164,90,159.90122889169987
202,LBagExecutorMAXChunk,elecNormNew,4,50,163,159.90122985839844,19168.0,119.8740005493164,182.0,125,3.960714285714286,998.1,159.71469995167232,19168.0,474.78666646139965,0.024769755136759164,50,159.90122889169987
203,LBagExecutorMAXChunk,elecNormNew,4,50,163,159.90122985839844,19168.0,119.8740005493164,182.0,125,3.960714285714286,998.1,159.7053848909774,19168.0,474.78666646139965,0.024769755136759164,10,159.90122889169987
146,LBagExecutorMAXChunk,elecNormNew,4,50,32,30.00175094604492,3600.0,119.99299621582033,876.0,126,4.089763779527558,1038.7999999999997,29.95955460128826,3600.0,490.74300972044927,0.1363175027001248,90,30.001751048244618
147,LBagExecutorMAXChunk,elecNormNew,4,50,32,30.00175094604492,3600.0,119.99299621582033,876.0,126,4.089763779527558,1038.7999999999997,29.963294963669505,3600.0,490.74300972044927,0.1363175027001248,50,30.001751048244618
148,LBagExecutorMAXChunk,elecNormNew,4,50,32,30.00175094604492,3600.0,119.99299621582033,876.0,126,4.089763779527558,1038.7999999999997,29.959803929727617,3600.0,490.74300972044927,0.1363175027001248,10,30.001751048244618
343,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,2000,178,174.96055603027344,20965.0,119.8270034790039,7881.0,125,4.133730158730158,1041.6999999999998,174.6646671665417,20965.0,495.332498111422,0.023626639547408634,90,174.96056307269245
344,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,2000,178,174.96055603027344,20965.0,119.8270034790039,7881.0,125,4.133730158730158,1041.6999999999998,174.68067555970305,20965.0,495.332498111422,0.023626639547408634,50,174.96056307269245
152,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,2000,99,94.99127960205078,11381.0,119.81099700927734,13273.0,125,4.6043650793650786,1160.2999999999997,94.84745367866681,11400.0,551.6535707534305,0.04847144985092966,10,94.9912803005782
153,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,2000,99,94.99127960205078,11381.0,119.81099700927734,13273.0,125,4.6043650793650786,1160.2999999999997,94.84087632603061,11381.0,551.6535707534305,0.04847144985092966,90,94.9912803005782
209,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,2000,19,15.005751609802246,1800.0,119.9540023803711,70634.0,133,4.250373134328358,1139.1,14.983767585116125,1800.0,509.8492690726892,0.2832495939292718,50,15.00575190723729
210,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,2000,19,15.005751609802246,1800.0,119.9540023803711,70634.0,133,4.250373134328358,1139.1,14.982395685070042,1800.0,509.8492690726892,0.2832495939292718,10,15.00575190723729
136,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,500,185,184.93980407714844,22163.0,119.83899688720705,1871.0,125,4.450793650793651,1121.6000000000001,184.65165880725843,22163.0,533.3786464630613,0.024066175448407764,90,184.93979902768967
137,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,500,185,184.93980407714844,22163.0,119.83899688720705,1871.0,125,4.450793650793651,1121.6000000000001,184.64242868568383,22163.0,533.3786464630613,0.024066175448407764,50,184.93979902768967
218,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,500,102,99.9916534423828,11980.0,119.80999755859376,3103.0,125,4.460714285714285,1124.1,99.82917378442565,11980.0,534.4381676810128,0.044610865415777363,10,99.99165548885945
219,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,500,102,99.9916534423828,11980.0,119.80999755859376,3103.0,125,4.460714285714285,1124.1,99.82917378442565,11980.0,534.4381676810128,0.044610865415777363,90,99.99165548885945
88,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,500,20,20.007169723510746,2400.0,119.95700073242188,14294.0,124,4.097600000000001,1024.4,19.977358993141106,2400.0,491.53580620117197,0.20480658591715498,50,20.00716911348493
89,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,500,20,20.007169723510746,2400.0,119.95700073242188,14294.0,124,4.097600000000001,1024.4,19.97486496159,2400.0,491.53580620117197,0.20480658591715498,10,20.00716911348493
276,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,50,154,149.9049072265625,17970.0,119.8759994506836,196.0,124,3.9224,980.6,149.73003599520064,17970.0,470.20162024536137,0.026165922106030127,90,149.90490241870953
180,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,50,85,84.85888671875,10184.0,120.01100158691406,362.0,123,4.058467741935484,1006.5,84.85621192803514,10183.0,487.0607786178589,0.04782607802610555,50,84.85888681317745
181,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,50,85,84.85888671875,10184.0,120.01100158691406,362.0,123,4.058467741935484,1006.5,84.86562942008487,10200.0,487.0607786178589,0.04782607802610555,10,84.85888681317745
182,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,50,85,84.85888671875,10184.0,120.01100158691406,362.0,123,4.058467741935484,1006.5,84.85927503556601,10200.0,487.0607786178589,0.04782607802610555,90,84.85888681317745
340,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,50,17,14.99899959564209,1800.0,120.00800323486328,1785.0,124,4.1624,1040.6,14.981896874609847,1800.0,499.5213126647949,0.2775118403693305,50,14.998999662358232
341,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,50,17,14.99899959564209,1800.0,120.00800323486328,1785.0,124,4.1624,1040.6,14.983767585116125,1800.0,499.5213126647949,0.2775118403693305,10,14.998999662358232
342,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,50,17,14.99899959564209,1800.0,120.00800323486328,1785.0,124,4.1624,1040.6,14.981896874609847,1800.0,499.5213126647949,0.2775118403693305,90,14.998999662358232
50,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,2000,43,40.00833511352539,4800.0,119.9749984741211,33636.0,128,,0.0,39.944743105370904,4800.0,,,50,40.00833557864451
51,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,2000,43,40.00833511352539,4800.0,119.9749984741211,33636.0,128,,0.0,39.946072801717676,4800.0,,,10,40.00833557864451
